id,lot,wafer,die,x,y,lum,std,lummin,lummax,path,h
0,OSD185236,1,OSD185236-Brutes-01-01,1,1,140.87,10.85,104,208,img/02-crop/die-0-OSD185236-Brutes-01-01-crop.bmp,HbLIgWeWxPHBn8WkqkzWcWT4Osl8iPmkipTRD1WYWNqh8hHJX7Zpidqb3gzufZrd650034v1JapCMJrZ5pbKUA==
1,OSD185236,1,OSD185236-Brutes-01-02,1,2,142.99,10.51,100,197,img/02-crop/die-1-OSD185236-Brutes-01-02-crop.bmp,Dc9xEvX+U9GAgOZA4hwqMN41WU2XQb1MNjSasWRdQ+9E4HLcu8iipwufyyM1QdAC3gYMSxNBcPiinKn8j/27jw==
2,OSD185236,1,OSD185236-Brutes-01-03,1,3,142.81,10.39,97,198,img/02-crop/die-2-OSD185236-Brutes-01-03-crop.bmp,xw/FqCrVU0DHwBvuSqKthiHIXo4Au/lGoJjM3Uve87Y6my9BiThcibDzcu0YGi9J2ryVbcUTd++Sbj9QG6RWrQ==
3,OSD185236,1,OSD185236-Brutes-01-04,1,4,142.4,10.89,106,206,img/02-crop/die-3-OSD185236-Brutes-01-04-crop.bmp,4RgB0B3UY6uJqOboX1teEZuOpTCEQ9Rt0JVjm7lz53xbbWnaZSanIvyugCbhkNkzrHaVp3o2XPgn1I/KofxoZg==
4,OSD185236,1,OSD185236-Brutes-01-05,1,5,117.52,12.03,76,180,img/02-crop/die-4-OSD185236-Brutes-01-05-crop.bmp,u+jpXC8eicoWw7SVAy0IMVy2loWEWuEOkULQqpFSwb4VGTEzf7+X8Kw2yy2JilW68L8oZk/7ZN31dqda6IjNoQ==
5,OSD185236,1,OSD185236-Brutes-01-06,1,6,141.61,9.62,107,199,img/02-crop/die-5-OSD185236-Brutes-01-06-crop.bmp,m8ANmWzDF/7kvnzxp3/sAgtTaildL6oVBGNqp9v8q1XIMVvJlePLohAXQ6cNjX6JiHuO96IUEWX4S+5gsUdbXA==
6,OSD185236,1,OSD185236-Brutes-01-07,1,7,153.59,9.77,120,209,img/02-crop/die-6-OSD185236-Brutes-01-07-crop.bmp,hWYVlpzkawn5zySxn/ZoD4TVGQfcXeTkgfHuI7wjHUAbXPXNhE5p841tAn0PUg52fIhLu+USyUSaKmPBPUABzQ==
7,OSD185236,1,OSD185236-Brutes-01-08,1,8,152.85,10.09,117,215,img/02-crop/die-7-OSD185236-Brutes-01-08-crop.bmp,rvupWUibj5tpi0DtCYZKOYtkOhuOMFt/mEU2MLOWaDPa+mIRkVWHmGOQiQc2UdG3jOfKpwBkDlttYRH8GNBMrA==
8,OSD185236,1,OSD185236-Brutes-01-09,1,9,149.37,10.18,115,211,img/02-crop/die-8-OSD185236-Brutes-01-09-crop.bmp,2XHybqB9efUxDe+RAdsJhEKw3JlGC17gTF7V0nHy61SSK6NPYBdGeICMMAqjYJwYA+f/DvMLUdbV5c98i32ppQ==
9,OSD185236,1,OSD185236-Brutes-01-10,1,10,132.48,18.51,0,207,img/02-crop/die-9-OSD185236-Brutes-01-10-crop.bmp,yP7dTyFlmH2KedSOKn43BGt4HHbKZjgMJdZ7TnMfOKvVSnK9ZIIOZ6/u3I0OPPcqIajyCl90BFfgr8v1gvPAsw==
10,OSD185236,1,OSD185236-Brutes-01-11,1,11,115.63,14.82,70,176,img/02-crop/die-10-OSD185236-Brutes-01-11-crop.bmp,JsQgjESs25wXw6twzEC4Igz5x2+NKxzJD2znDCshq4WcYjui6bsjQ6Y1HctizBlJaWzMoGYaEE4yiZ/IMNX/Wg==
11,OSD185236,1,OSD185236-Brutes-01-12,1,12,144.23,8.93,109,203,img/02-crop/die-11-OSD185236-Brutes-01-12-crop.bmp,ta+z3Ow9xrxq/TPFm/cLbVAIZ2/O58Ixh51TuzLhUEgOHlPyhAbMvGWso4Wp0k4oTt5RjZt/Yo9c51TcSLaz8Q==
12,OSD185236,1,OSD185236-Brutes-01-13,1,13,152.43,10.13,114,211,img/02-crop/die-12-OSD185236-Brutes-01-13-crop.bmp,fGrNlA0tZpYJwihWCzZch2Ec578rHJPbxo0OVRAnUCLGpPkE+IxjRZUpf6Eb2AVf9kj+/GNOxVEQyG+/FKMTAw==
13,OSD185236,1,OSD185236-Brutes-01-14,1,14,151.64,10.6,109,219,img/02-crop/die-13-OSD185236-Brutes-01-14-crop.bmp,c48VNt3TEgsIWN7h6vLh/cp2vvZURprmucoAk2MB6a76pFmwBEnMO6nUXya2AkD/SWzjtdOwVaSfrOBH+zVl1w==
14,OSD185236,1,OSD185236-Brutes-01-15,1,15,149.12,10.2,114,212,img/02-crop/die-14-OSD185236-Brutes-01-15-crop.bmp,w+9exHAjfPG1/hOKFro4zgY2Ld8iJx31Ip4CfoPU+3buK9BlW0KH/VoVj0mXnO1YRYjDmGedcl+476/iAmwGUQ==
15,OSD185236,1,OSD185236-Brutes-01-16,1,16,132.14,14.91,85,205,img/02-crop/die-15-OSD185236-Brutes-01-16-crop.bmp,uda2M56lCXlMhgUQ+elhf2j3EbQFARDjabehvbvPCcwb3H88glCTqk1qmNjxbkQvLR88J2kItTpi7jxXoUhsbg==
16,OSD185236,1,OSD185236-Brutes-01-17,1,17,126.74,13.38,81,187,img/02-crop/die-16-OSD185236-Brutes-01-17-crop.bmp,KjQUyItj+HNN6ydFPmKf14sNevx2dcM9veKnGGpIn1DP/39d6y/aedLiO//yGXWRCYDheUX2bvV3/+W5M6XiAA==
17,OSD185236,1,OSD185236-Brutes-01-18,1,18,146.08,9.43,111,198,img/02-crop/die-17-OSD185236-Brutes-01-18-crop.bmp,5shiVJzDYxqoGMaW2ZMbRydgJJMOUmHGLL2wMMuhQStxv19qZqy7Rg1Hz5erah1yAPQ0J1R+6JkFlPXcsC4dLA==
18,OSD185236,1,OSD185236-Brutes-01-19,1,19,149.64,9.45,116,205,img/02-crop/die-18-OSD185236-Brutes-01-19-crop.bmp,bYOH8mnWtbbvXsFgdze/wWhQMIzbOzrLCncUopkiFFVbIKYdmTPLnYupyizdV3oBPBYN4ak2E3d/Drqp1yzH7g==
19,OSD185236,1,OSD185236-Brutes-01-20,1,20,149.09,9.67,116,208,img/02-crop/die-19-OSD185236-Brutes-01-20-crop.bmp,aBHm1UvNE4AwIJQDks67D6c7GjpILI8bP4uDxb4s0SWvvk+FhADZ8l7EcwIUVHiJd0FYTpYjy5C01sTZSBNhRg==
20,OSD185236,1,OSD185236-Brutes-01-21,1,21,145.41,10.04,108,206,img/02-crop/die-20-OSD185236-Brutes-01-21-crop.bmp,vzkLEE2Nfb15xruf3868NyXlESbTCLqghe9FTcy7AcPk68be4ltyCka3QeI7He7BQGMG3mBPx9412NMxWe8//Q==
21,OSD185236,1,OSD185236-Brutes-01-22,1,22,128.74,18.52,0,202,img/02-crop/die-21-OSD185236-Brutes-01-22-crop.bmp,bhxRPRTOZnxA+kc5EpGjr2kgh2ZpcoOqBnnxdOiPIblFiaO6QxhYrHtf7Sjhfi+JRtmozoJgbU5RlfDkRfIptA==
22,OSD185236,1,OSD185236-Brutes-01-23,1,23,142.18,11.96,100,204,img/02-crop/die-22-OSD185236-Brutes-01-23-crop.bmp,8YuqlDvxXvaaGlbLp00CkeuXz2MBv9VaEtDBdT3+MxUjjjxPuuJKr+8juQTkaDdS8lcb4RNjBFB4jWZiST+cDg==
23,OSD185236,1,OSD185236-Brutes-01-24,1,24,141.78,12.53,100,205,img/02-crop/die-23-OSD185236-Brutes-01-24-crop.bmp,Vw5EEEa8gFtfWRoeU2UL3p2zc05kgoNydhQXxl8yiAmN/TAFoz5nD94wTZSDk1OVWnthcde7yrmxxZtjXxaFlA==
24,OSD185236,1,OSD185236-Brutes-01-25,1,25,139.28,12.45,97,207,img/02-crop/die-24-OSD185236-Brutes-01-25-crop.bmp,QfgxEo2pxnWMh0l0wfQ9r2h9BpJqyXqD19ly8EL/MAt/U4Yax6ZiFTxjNtOwphATyBQpCmaT7Nl+tG/7UnST6g==
25,OSD185236,1,OSD185236-Brutes-01-26,1,26,138.76,11.54,101,205,img/02-crop/die-25-OSD185236-Brutes-01-26-crop.bmp,JXnHeSwlAgB3X/v0VS0ZlF4gtklYn6DrEdF47z+uBEKEknRuEVxb+Lib8oAocgjviTV80SlvpGVOIw58kJpQwQ==
26,OSD185236,2,OSD185236-Brutes-02-01,2,1,135.6,11.53,99,209,img/02-crop/die-26-OSD185236-Brutes-02-01-crop.bmp,Z0bI7QdjSkt+2gVx87b5Kf/zO9bPHiL5/NPEl4RdA1DFzzKsXaQiCJW89Jbx3BVcKLLNOYspzjfjt8HN6VND/A==
27,OSD185236,2,OSD185236-Brutes-02-02,2,2,138.01,11.04,90,194,img/02-crop/die-27-OSD185236-Brutes-02-02-crop.bmp,fjpTiNAvXcWOEV1uoPzth4xxeCJxya9qS0aBnX5o10ju6nvmwOqpTZPAgrGSzf6tDkGBIe33kky7SD2awfuXJg==
28,OSD185236,2,OSD185236-Brutes-02-03,2,3,137.68,11.08,98,194,img/02-crop/die-28-OSD185236-Brutes-02-03-crop.bmp,US+Mwn66zzp0nsYFOzKzmWli/7w2VyuzUD6uZAwpbA2QSZj+8TjInoQXfCcmXOORehkyKYVUNHlSy1xeENUhWg==
29,OSD185236,2,OSD185236-Brutes-02-04,2,4,137.7,11.3,100,203,img/02-crop/die-29-OSD185236-Brutes-02-04-crop.bmp,GvPtlneU0t9FvtjIxOzCg4afxMnVMU33jCEcRrcpZQIRPE+2UoTN1Rm0YxBPMIu5rPLJqO9CYpFHEbTI+wTlXg==
30,OSD185236,2,OSD185236-Brutes-02-05,2,5,112.28,12.38,71,178,img/02-crop/die-30-OSD185236-Brutes-02-05-crop.bmp,lO4V/9xB4UzJcDRKlOhy/MONHrEvbZQvCQE/tNUttWEmDWhZQ80xFRlnBlbd5xrnfsyHGXwrlUig2a/4ROmIkg==
31,OSD185236,2,OSD185236-Brutes-02-06,2,6,136.37,10.1,103,200,img/02-crop/die-31-OSD185236-Brutes-02-06-crop.bmp,XlwHaO5yWYHUZW/8PL0l92AiYdX2UwbAQOUDzfK6lV4pcjUErVqDKUcetVB92kY1O1JzV7znBAIW8rUpL4yd7Q==
32,OSD185236,2,OSD185236-Brutes-02-07,2,7,147.83,10.26,113,210,img/02-crop/die-32-OSD185236-Brutes-02-07-crop.bmp,k9+iivgDyR3r48w/guIli/VR3yNJWzcYiRP0RMbQQlsiuqPAZ/EwVS9kw0AIlEfrbKTJoVwngW1rbU8lkhSI5g==
33,OSD185236,2,OSD185236-Brutes-02-08,2,8,147.78,10.58,109,211,img/02-crop/die-33-OSD185236-Brutes-02-08-crop.bmp,WMtw8iTSbjHp6eFvcC5YzJUKYp7PViuwrViyjh0VyyrOLSlUeXhvPt1mexPBqTAe1PM3slrCyREoECNCGAmtBQ==
34,OSD185236,2,OSD185236-Brutes-02-09,2,9,144.43,10.51,112,205,img/02-crop/die-34-OSD185236-Brutes-02-09-crop.bmp,C1aAmEbhGlWZw0gQg23WSTtGhqTyO2KJMCKuUMbNfwGUi9LdvBWaIOh1zYmJ5GDnnPSiDwJElJNbaRXlViwtaw==
35,OSD185236,2,OSD185236-Brutes-02-10,2,10,128.97,18.23,0,209,img/02-crop/die-35-OSD185236-Brutes-02-10-crop.bmp,2X84FLQg6xePDlBNfbaWPzFCOvA2w577+0NmovYMCgSfiGhXyI/O/B18kqLB7+gUK1FTL3MupLlX6iUi2U3Zgg==
36,OSD185236,2,OSD185236-Brutes-02-11,2,11,111.6,14.82,67,175,img/02-crop/die-36-OSD185236-Brutes-02-11-crop.bmp,v2Icx8yOf1F2TP67wNGJf/A7fI+jmwEP8gSM1KmxyWXeogFN9GX6vXgnAoX2By7JX6egILu4Lk0/ZUI56ERokw==
37,OSD185236,2,OSD185236-Brutes-02-12,2,12,139.08,9.6,104,198,img/02-crop/die-37-OSD185236-Brutes-02-12-crop.bmp,hxNctTBoAdHhWMIuVUdi92lez0lYJOUr7SOAwsLuOuhhZjaVPRdn79XAZom9+cb/yF4YM4S2VWtjj6Ssxru/jg==
38,OSD185236,2,OSD185236-Brutes-02-13,2,13,146.94,10.72,108,209,img/02-crop/die-38-OSD185236-Brutes-02-13-crop.bmp,Ia8d/7N+eu0mmrLO3ef1ICMJ+Bao0upS0Ty5BI9WcehSPmhTOgF7PDtiPzRJtDp8i8/+j6/u0PifxIZ1hKf39g==
39,OSD185236,2,OSD185236-Brutes-02-14,2,14,147.18,11.04,106,213,img/02-crop/die-39-OSD185236-Brutes-02-14-crop.bmp,G3SJUgkMdsgYiAj1dnFK7EZp5q3OV63rT9ZLgKEHzoKViQHpBB9zRJ0fTTtuYdsTsbDKh4axIk5fZX6M2WljIQ==
40,OSD185236,2,OSD185236-Brutes-02-15,2,15,144.53,10.56,112,208,img/02-crop/die-40-OSD185236-Brutes-02-15-crop.bmp,mxiiR+k7UMRX3rqirpEsrd+lxJBmJJfsMMbTsvF5mX7Mu6lXdLvET29V24DCw0/+P5/IKpcf2Nuij50+6LwWnw==
41,OSD185236,2,OSD185236-Brutes-02-16,2,16,128.41,15.14,82,205,img/02-crop/die-41-OSD185236-Brutes-02-16-crop.bmp,+DhcbssGRYa+kfu0OZdjuWSP2CsYVnmCeZsqFsnd+oQq5L6k7lxoA09td9G5pLBxCReTgK+yYwoY6k0zFZsing==
42,OSD185236,2,OSD185236-Brutes-02-17,2,17,123.63,13.2,80,186,img/02-crop/die-42-OSD185236-Brutes-02-17-crop.bmp,Bjj5eoBgZaqh2FmrPm7Qk6DP0tOucvaBzEhsDkniZQ1iXh2QPI3OsDsMwYQiuDZmyvadGPJi7sWE31URTLwiJQ==
43,OSD185236,2,OSD185236-Brutes-02-18,2,18,141.52,10.05,103,199,img/02-crop/die-43-OSD185236-Brutes-02-18-crop.bmp,uDkKQOUu0LnmfIFDqcFDtTGzrtSGiXn0FEHp0SCZBWTi0wITUq9yzicFULmwpRJx3u2V17Z7U4e8I8gnJkpLNA==
44,OSD185236,2,OSD185236-Brutes-02-19,2,19,145.26,10.01,106,205,img/02-crop/die-44-OSD185236-Brutes-02-19-crop.bmp,LzLOBsNo8Hmh/x4eBvqmT2uDCKETEjenYcFbtLreDsxuRzmqzFl9U+c33NUMViJxMGDoAFQPh4jELQt7aoa6tg==
45,OSD185236,2,OSD185236-Brutes-02-20,2,20,144.87,10.17,110,206,img/02-crop/die-45-OSD185236-Brutes-02-20-crop.bmp,SwuBUG9XQrDoZMqB6scHhN2LN9dMqQjvo/dG61OvdOtjssly1NmgrUv9+PXT+aO5EZTu8aV1o00biHbvIdA8CQ==
46,OSD185236,2,OSD185236-Brutes-02-21,2,21,141.04,10.63,106,205,img/02-crop/die-46-OSD185236-Brutes-02-21-crop.bmp,sr1V7rlp60YmoHeeRfE1+iGTBmujdHFudCZDH9CMVzQK/aD3PwaYajR5MlnDAIuxMCa81eKh7nEM+Y0oCbzXjg==
47,OSD185236,2,OSD185236-Brutes-02-22,2,22,124.09,18.3,0,197,img/02-crop/die-47-OSD185236-Brutes-02-22-crop.bmp,yrRqPQBTd0rU5m36tgcOvE6/3djzYKXa7khFoJ3+1ZWis2OW3tI2gxzhBMn8OVWreJRE8LsoN/hXqQvuhxjLsw==
48,OSD185236,2,OSD185236-Brutes-02-23,2,23,136.56,12.79,87,205,img/02-crop/die-48-OSD185236-Brutes-02-23-crop.bmp,44AoFgJsq9YaO/k/Cub5Jmu4LeRAcib9Nwk0cjHC4vPZTz4ycxKWPNBKXf578aesXLrhEFl7H7IbAq25GtH9PA==
49,OSD185236,2,OSD185236-Brutes-02-24,2,24,136.74,13.09,95,205,img/02-crop/die-49-OSD185236-Brutes-02-24-crop.bmp,SCdAx9f0FNDbKZDloppz1s2kPUD1t51VlkBcMsdXVHnSiahH7LBaWgfbDvsB7KNtaJPVCtZrwqVylKaSNbbEcQ==
50,OSD185236,2,OSD185236-Brutes-02-25,2,25,134.75,12.96,93,203,img/02-crop/die-50-OSD185236-Brutes-02-25-crop.bmp,7k7DnYEKqeXb3BFMJGhEjeKe96TWPhSqEaF+8jzgmrQjIwp+ICteSS3nIELksXsNs9srskklyySbEr8gZKE2TQ==
51,OSD185236,2,OSD185236-Brutes-02-26,2,26,134.08,12.31,97,199,img/02-crop/die-51-OSD185236-Brutes-02-26-crop.bmp,mKRwIbIggR/VdUYYgPPITdVFl27ZtqwdGzIhQ5eyJBqi4fFo85vmC468FMe8HQs4dVp/1bJOzaZFPRzjjnM6oQ==
52,OSD185236,3,OSD185236-Brutes-03-01,3,1,133.19,11.69,97,208,img/02-crop/die-52-OSD185236-Brutes-03-01-crop.bmp,tbBMdutFPoRkBECMawkjfM7CP571yidyPEd381BuS2hvo8iop/8AAqm0cs26uNaRh9SQOsCpoJ1nUbNOiGLcQQ==
53,OSD185236,3,OSD185236-Brutes-03-02,3,2,135.51,10.96,91,195,img/02-crop/die-53-OSD185236-Brutes-03-02-crop.bmp,fnWtV0PybNT8kUrrCRf8C3yDxaUp1IcI4DqG0QLboHxrD8k/74Pc9C2xmv5oBKLw1aXPqQx5jb9Rjv9bQZ06rA==
54,OSD185236,3,OSD185236-Brutes-03-03,3,3,135.43,11.01,97,190,img/02-crop/die-54-OSD185236-Brutes-03-03-crop.bmp,JnuG2bS+xaiFOB/R9XD6s5DFcmXKjcxYD1d6d7Fse3Uw3bbmVTFH1l2GBMAylScg4GGb1KwUsxgeDF1UZuktUg==
55,OSD185236,3,OSD185236-Brutes-03-04,3,4,134.96,11.68,98,200,img/02-crop/die-55-OSD185236-Brutes-03-04-crop.bmp,kn2j2mXj2RH1pGEeaJcm3HiiDSVOE2OsJWgdPfElg6BHqR4kseEqGkmypQX/qPd7zwBy1bcOt5j01A9LtHakMg==
56,OSD185236,3,OSD185236-Brutes-03-05,3,5,110.69,12.55,70,175,img/02-crop/die-56-OSD185236-Brutes-03-05-crop.bmp,exOK5KZ6gkLC32Hobw62cdZTVNEm9OjKRf1QPGHfnVMBCmr+A77QirJKDa1aXnPtmRbVAvb8jeiH0JC0oEJK0Q==
57,OSD185236,3,OSD185236-Brutes-03-06,3,6,134.5,10.12,104,195,img/02-crop/die-57-OSD185236-Brutes-03-06-crop.bmp,0FpwaYNv/jUj5uour+fHhkF+9k7vQpfyIJncUi5SDJdzl7gm83WGnggy07Q+1TEAVzk1nH8TAux70+TBnUSmxw==
58,OSD185236,3,OSD185236-Brutes-03-07,3,7,145.82,10.25,112,209,img/02-crop/die-58-OSD185236-Brutes-03-07-crop.bmp,wniEjBwjFs2b2tkuCDqKHdXchYQi+RON3DBtqjss9asIKfQ7RQYFRu+TmckaWFrQB9bEkGSu/Ay+2hEPhHGDVg==
59,OSD185236,3,OSD185236-Brutes-03-08,3,8,145.25,10.62,110,209,img/02-crop/die-59-OSD185236-Brutes-03-08-crop.bmp,vcHwRpyuUndxFJ52ccwkSpt0x1VfOimROElFa3JWi5W7MPlLHgfhVKmXIqN791bc1WkjuoeJs3GU0jVoJipR6w==
60,OSD185236,3,OSD185236-Brutes-03-09,3,9,141.93,10.48,108,201,img/02-crop/die-60-OSD185236-Brutes-03-09-crop.bmp,VQBuToGYp2r9sFo6SuHXc64FiVjgTCVYPNhlJMWNdwlcEXXVVGvRebOc+UPiOPsz7+OZ1r9xTajY1MAaPU0Kog==
61,OSD185236,3,OSD185236-Brutes-03-10,3,10,126.12,17.69,0,205,img/02-crop/die-61-OSD185236-Brutes-03-10-crop.bmp,zlBSqG2McHLGQ1ksH633Z1Yv+rQbPsZNxX3tEvmVJpyCNA9Xbt9M+NIt2f9BU2kz4hZO3gxvU5A4b3dmdyhK/w==
62,OSD185236,3,OSD185236-Brutes-03-11,3,11,109.32,14.66,64,174,img/02-crop/die-62-OSD185236-Brutes-03-11-crop.bmp,vWhTKFZexrELpp8zTOpzbEpdq9XZta04xdBbncNw34gp/gmotSKTozQ9JHuYLAacA6eOh/0ypD7evuGzsUtI0w==
63,OSD185236,3,OSD185236-Brutes-03-12,3,12,137.16,9.64,100,194,img/02-crop/die-63-OSD185236-Brutes-03-12-crop.bmp,EUyisvssHow+u8PTSBQbCI7RvYk7Tr127E9KYe837AQgSeQjzOi/ejRBbSgxQqQ1HtTV8sMA2gY9J+76RS784Q==
64,OSD185236,3,OSD185236-Brutes-03-13,3,13,145.07,10.72,105,209,img/02-crop/die-64-OSD185236-Brutes-03-13-crop.bmp,g4QsOXeBlXtZUOVgYf1Fx/5wKoG4HhUOV3AQ21jELabldSv7casF93f9QVx7aYMvj3kRVR5nVSJEOuoKT4UjCg==
65,OSD185236,3,OSD185236-Brutes-03-14,3,14,144.95,11.06,100,214,img/02-crop/die-65-OSD185236-Brutes-03-14-crop.bmp,2/vFq1ohlGrKdyaKgxucmz+dBcDeI9D3z0bqjTrAs3VQyKtJuDQIHJrNeFRTzLebWFMDPbfhGsWrV8knsS9vXw==
66,OSD185236,3,OSD185236-Brutes-03-15,3,15,142.43,10.48,109,205,img/02-crop/die-66-OSD185236-Brutes-03-15-crop.bmp,gcmnK83CnyZsiB4hE4/BqDiI/1W2mPv2m2YEV8A1dht1s039UAMBvMMVH4z4OgAH1BWVEGVoqenFDEVBD3NS9A==
67,OSD185236,3,OSD185236-Brutes-03-16,3,16,126.33,15.25,79,202,img/02-crop/die-67-OSD185236-Brutes-03-16-crop.bmp,BlwWWYR7pB8nblJQnv+zpxoqxp/Rp5x6HrYk5xl0I5R6LNqdbqxlBJMYrm+LjSPqINSTv0SGjSYt5AU2OMpiRQ==
68,OSD185236,3,OSD185236-Brutes-03-17,3,17,120.35,13.05,77,183,img/02-crop/die-68-OSD185236-Brutes-03-17-crop.bmp,31OVcjJh7P4omSlaJ1+/QQnlLKXQs78dZ0cj5kPnUwqbGyChbxIDN+yrvOU+6DwsMvFAT+l3zqLlYCbZgwC8gQ==
69,OSD185236,3,OSD185236-Brutes-03-18,3,18,139.34,10.15,105,201,img/02-crop/die-69-OSD185236-Brutes-03-18-crop.bmp,Kw6YCLVhIYuUq/g+KnYp5E2/ewROoC0P5CgfvP8fOGyIUXvo67v1L1MNaNotOWk6OKYihYIggrXWCtdsR61gBg==
70,OSD185236,3,OSD185236-Brutes-03-19,3,19,142.9,10.18,113,203,img/02-crop/die-70-OSD185236-Brutes-03-19-crop.bmp,jE/aq9eKQcK86fJdXVvafR58bguA/GhZZdQuanKkXqxOj/4EprNukPJW9Dz+BPwNgvL7RvC4BRgvjHh5Hhin+w==
71,OSD185236,3,OSD185236-Brutes-03-20,3,20,142.79,10.33,108,205,img/02-crop/die-71-OSD185236-Brutes-03-20-crop.bmp,7xNxKwfV9vqsHlcsAAQPqOvRHMK6OPZzIMhUlDP2kDNG+fxrlPOE3iwSU48w4s4nffblhLf6/KymZphYorp6Cw==
72,OSD185236,3,OSD185236-Brutes-03-21,3,21,139.2,10.59,63,200,img/02-crop/die-72-OSD185236-Brutes-03-21-crop.bmp,bC2Uzb5c82ykJwUL9RtSLlgS8kjZmP3fx7m7A/4aC898dOvCIxRqNl0WNd1aejk+imlGLJJUiVtaDCs40mrWqg==
73,OSD185236,3,OSD185236-Brutes-03-22,3,22,122.93,17.35,0,197,img/02-crop/die-73-OSD185236-Brutes-03-22-crop.bmp,Z7ukiAOeHhp60JhWOltEQb4/tkPBrKL6tVYEqcWF7h9iKhFzVY9A5+eI+2iuTqIfx7iZdmqRat69uaguU5quoQ==
74,OSD185236,3,OSD185236-Brutes-03-23,3,23,134.95,13.29,92,207,img/02-crop/die-74-OSD185236-Brutes-03-23-crop.bmp,T8wGFWLbU64u+hBhD7uNTUrLb6njNwF1OueQ2l4wS3+xGO/XsLGojSC9bOFYDinmwei9iT+JevLHKO+pdnRhPw==
75,OSD185236,3,OSD185236-Brutes-03-24,3,24,135.3,13.03,93,207,img/02-crop/die-75-OSD185236-Brutes-03-24-crop.bmp,z5tBPUZ8Mk955rNCzY48lVty36heZ5kwcLGhsnyWs1nm0ze9YTTGaoZS8HIylAsnQzX0n0JWHw47ov3wJSF9lQ==
76,OSD185236,3,OSD185236-Brutes-03-25,3,25,133.26,12.91,92,204,img/02-crop/die-76-OSD185236-Brutes-03-25-crop.bmp,R8XawG/iSfahrw9cCGkVoWo1blfu/MI6GQqUKjDnQmjsV3FaJomhFzah0b7bzuu0F1RCBxQtpReSxYBDPAmBjA==
77,OSD185236,3,OSD185236-Brutes-03-26,3,26,132.3,12.23,96,199,img/02-crop/die-77-OSD185236-Brutes-03-26-crop.bmp,oxVpMjr/O2+rSx6B3kxirC9Q2ValA9WdZtdApY00bgY0Y2DxNtJItA3PqH9rkb//nqbKeTpmv0nRQBRmxNgFew==
78,OSD185236,4,OSD185236-Brutes-04-01,4,1,135.4,11.28,99,209,img/02-crop/die-78-OSD185236-Brutes-04-01-crop.bmp,PlVZWuT9PKPx3Xe0P46pHz/kQ6QLkymSRkXU/xCkHM8NiUsYeVtTQVTRs2PPzBCO/r4gzHJs/Vziu/z4I0RuXw==
79,OSD185236,4,OSD185236-Brutes-04-02,4,2,137.86,10.55,92,194,img/02-crop/die-79-OSD185236-Brutes-04-02-crop.bmp,LOLwdZIJ4eZAHK9NPtXRG2h7MG39mKNGXp78G+8Ncu1iMEmwsyJVoqru4Wb8zG8rRUSFJmvhK/2b/4dedgCNeA==
80,OSD185236,4,OSD185236-Brutes-04-03,4,3,137.71,10.68,99,191,img/02-crop/die-80-OSD185236-Brutes-04-03-crop.bmp,wvsEdmzK0ZyU5i5FwYoPsksNXPNPIMrzrsTWWjpOz+qKGU4wRs2LUMs6qxC5Ohazb5NbNg5tvCOOsh0qgo8A4w==
81,OSD185236,4,OSD185236-Brutes-04-04,4,4,137.24,10.96,102,200,img/02-crop/die-81-OSD185236-Brutes-04-04-crop.bmp,ZOtZUPfPPbOAUcfBAWFDqIzq2QHQERuxnBgrGi1VrglhCGir6P8/FbDcLDCDe+5siAuBTwQOZNhjK3e3CHP7rw==
82,OSD185236,4,OSD185236-Brutes-04-05,4,5,112.8,12.3,72,175,img/02-crop/die-82-OSD185236-Brutes-04-05-crop.bmp,cJ1PygioDsSXb3CQ687FGlHhDS2XJimJ+v8RXF8waceYMwQPsKtrzs57rk8tuIBv2PLjeHZT9vtbb6RYoWkP/Q==
83,OSD185236,4,OSD185236-Brutes-04-06,4,6,136.46,9.86,101,195,img/02-crop/die-83-OSD185236-Brutes-04-06-crop.bmp,2AtWPu/1YWB8kjgLf9/9eKHrH+cbVY25xIoaXyCbcTyHNTZoyqAYuqd6jjKLuLQE9bI5SO26ZDfe6j/1bgVG4Q==
84,OSD185236,4,OSD185236-Brutes-04-07,4,7,147.8,10.06,115,206,img/02-crop/die-84-OSD185236-Brutes-04-07-crop.bmp,2B+gbVZBpn4y6g1F6o9xkih5klI3WCKmsKFKDymHsn4JHjokj94509hIo2sBRdHcv9NbckNw3QXDvBBSWGy7xA==
85,OSD185236,4,OSD185236-Brutes-04-08,4,8,147.54,10.35,111,211,img/02-crop/die-85-OSD185236-Brutes-04-08-crop.bmp,HyEZsybS6cn3nppK/w5miwK3nEdPSsXundGXcMVxxvpIm2yc+b/E8O8YdtNTrNqC9BrNaGaZX93YHMrOYuD0pw==
86,OSD185236,4,OSD185236-Brutes-04-09,4,9,144.12,10.17,108,204,img/02-crop/die-86-OSD185236-Brutes-04-09-crop.bmp,iLXyEaQFKQUk+Cg3yS5qdOr74d3pz+CN3vaQIKVxo/WuKZz4suzjxsev8NvMpJDQ4T9miDrl+NqYgcl+xeugTg==
87,OSD185236,4,OSD185236-Brutes-04-10,4,10,129.0,17.58,0,204,img/02-crop/die-87-OSD185236-Brutes-04-10-crop.bmp,hKka+lk3n4EcvBfYZjyLQmge896FUgy910LwzOfs7ZDgNioiqKHHYdmTigLIM1DNsLLTIEU+UkhrRPSmH+gnIQ==
